title,alcohol_reference,cartoon_violence,fantasy_violence,intense_violence,mild_fantasy_violence,mild_cartoon_violence,mild_violence,drug_reference,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating
Oure,0,0,0,0,1,0,0,0,0,0,0,E
"Out Of Ammo",0,0,0,0,0,0,0,0,0,0,0,T
"Out of the Box",0,0,1,0,0,0,0,0,0,0,0,M
"Outer Wilds",1,0,0,1,0,0,0,0,0,0,0,ET
Outriders,0,0,0,1,0,0,0,0,0,0,1,M
Outward,0,0,0,0,0,0,0,0,0,0,0,M
"Overcooked! 2",0,0,0,0,0,0,0,0,0,0,0,E
"OVERKILLS The Walking Dead",0,0,0,1,0,0,0,0,0,0,0,M
Overpass,0,0,0,0,0,0,0,0,0,0,0,E
"Override 2: Super Mech League â€“ Ultraman Deluxe Edition",0,0,1,0,0,0,0,0,0,0,0,T
"Override: Mech City Brawl",0,0,1,0,0,0,0,0,0,0,0,T
"Overwatch Legendary Edition",0,0,0,0,0,0,0,0,0,0,1,T
Owlboy,1,0,0,1,0,1,0,0,0,0,0,ET
Pankapu,0,0,0,0,1,0,0,0,0,0,0,E
"Paper Beast",0,0,1,0,0,0,0,0,0,0,0,ET
"Paranoia: Happiness is Mandatory",0,0,0,0,0,0,0,0,0,0,0,T
"Paranormal Activity: The Lost Soul",0,0,0,1,0,0,0,0,0,0,0,M
"PAST CURE",0,0,0,0,0,0,0,0,0,0,0,M
"Pathfinder: Kingmaker - Definitive Edition ",0,0,0,0,0,0,0,0,0,1,0,T
"Pato Box",0,0,0,0,0,0,0,0,0,0,0,T
"PAW Patrol Mighty Pups Save Adventure Bay",0,0,0,0,0,0,0,0,0,0,0,E
"PAW Patrol: On A Roll!",0,0,0,0,0,0,0,0,0,0,0,E
"Peaky Blinders: Mastermind",0,0,1,0,0,0,0,0,0,0,0,M
"Penguin Wars",0,0,0,0,0,1,0,0,0,0,0,E
"Penn & Teller VR: F U U U & U",0,0,0,0,0,0,0,0,0,0,0,T
"Penn & Teller VR: Frankly Unfair Unkind Unnecessary & Underhanded",0,0,0,0,0,0,0,0,0,0,0,T
"Perfect Angle",0,0,0,0,0,0,0,0,0,0,0,E
"Perils of Baking",0,0,1,0,0,0,0,0,0,0,0,ET
"Persian Nights: Sands of Wonders",0,0,0,0,0,0,0,0,0,0,0,T
"Persona 3: Dancing in Moonlight",0,0,0,0,0,0,0,0,0,0,0,T
"Persona 4: Dancing All Night",0,0,0,0,0,0,0,0,0,0,0,T
"Persona 5 Royal",0,0,1,0,0,0,0,0,0,0,0,M
"Persona 5: Dancing in Starlight",0,0,0,0,0,0,0,0,0,1,0,T
"Personality and Psychology Premium",0,0,0,0,0,0,0,0,0,0,0,M
"PGA TOUR 2K21",0,0,0,0,0,0,0,0,0,0,0,E
"Phantom Breaker Battle Grounds Overdrive",0,0,1,0,0,0,0,0,0,0,0,ET
"Phantom Doctrine",0,0,1,0,0,0,0,0,0,0,0,M
"Phantom Trigger",0,0,1,0,0,0,0,0,0,0,0,T
"Pic-a-Pix Color",0,0,0,0,0,0,0,0,0,0,0,E
"Pierhead Arcade",0,0,1,0,0,0,0,0,0,0,0,ET
"Pig Eat Ball",0,0,0,0,0,0,0,0,0,0,0,ET
"Pillars of Eternity",0,0,0,0,0,0,0,0,0,0,0,M
"Pillars of Eternity II Deadfire Ultimate Edition",0,0,0,0,0,0,0,0,0,0,0,M
"Pillars of Eternity II: Deadfire",0,0,0,0,0,0,0,0,0,0,0,M
"Pinball FX3",0,0,1,0,0,0,0,0,0,0,0,ET
"Pineview Drive",0,0,0,0,0,0,0,0,0,0,0,T
Pinstripe,0,0,0,0,0,0,0,0,0,0,0,T
PIPE,0,0,0,0,0,0,0,0,0,0,0,E
"Pipe Push Paradise ",0,0,0,0,0,0,0,0,0,0,0,E
"Pirate Flight (VR)",0,0,0,0,0,0,0,0,0,0,0,E
PitterPot,0,0,1,0,0,0,0,0,0,0,0,ET
"Pix the Cat",0,0,0,0,1,0,0,0,0,0,0,E
PixARK,0,0,0,1,0,1,0,0,0,0,0,T
"Pixel Gear",0,0,1,0,0,0,0,0,0,0,0,ET
"Pixel Ripped 1989",0,0,1,0,0,0,0,0,0,0,0,ET
"PixelJunk Monsters 2",0,0,1,0,0,0,0,0,0,0,0,ET
"PixelJunk VRâ„¢ Dead Hungry",0,0,1,0,0,0,0,0,0,0,0,ET
"Pizza Titan Ultra",0,0,1,0,0,0,0,0,0,0,0,ET
"Planescape Torment / Icewind Dale Enhanced Editions",1,1,0,0,0,0,0,0,0,0,0,T
"Planet Alpha",0,0,0,0,0,0,0,0,0,0,0,T
"Planet Coaster Console Edition",0,0,0,0,0,0,0,0,0,0,0,E
"Planet of the Apes: Last Frontier",0,0,0,1,0,0,0,0,0,0,0,M
"Planet of the Eyes",0,0,1,0,0,0,0,0,0,0,0,ET
"Plants vs. Zombies Battle for Neighborville",0,0,1,0,0,0,0,0,0,0,0,ET
"Plants vs. Zombies: La Batalla Por Neighborville",0,0,1,0,0,0,0,0,0,0,0,ET
"PLAYERUNKNOWNS BATTLEGROUNDS",0,0,0,0,0,0,0,0,0,0,0,T
"Plox Neon",0,0,0,0,0,0,0,0,0,0,0,E
Polybius,0,0,1,0,0,0,0,0,0,0,0,ET
"Pool Nation",0,0,0,0,0,0,0,0,0,0,0,ET
"Poop Slinger",0,0,0,1,0,0,0,0,0,0,0,T
"Pop-Up Pilgrims",0,0,0,0,0,0,0,0,0,0,0,E
"Port Royale 4 ",0,0,0,0,0,0,0,0,0,0,0,ET
"Portal Of Evil",0,0,0,0,0,0,0,0,0,0,0,T
"Power Rangers: Battle for the Grid",0,0,0,0,0,0,0,0,0,0,1,T
"Power Rangers: Battle for the Grid - Collectors Edition",0,0,0,0,0,0,0,0,0,0,1,T
"Predator: Hunting Grounds",0,0,0,0,0,0,0,1,0,0,0,M
"Premium Pool Arena",0,0,0,0,0,0,0,0,0,0,0,E
"Preta: Vendetta Rising",0,0,0,0,0,0,0,0,0,0,0,T
"Prince of Persia: The Sands of Time Remake",0,0,0,0,0,0,0,0,0,0,0,T
"Prison Boss VR",0,0,0,0,0,0,0,1,0,0,0,T
"Pro Evolution Soccer 2019",0,0,0,0,0,0,0,0,0,0,0,E
"Pro Fishing Simulator",0,0,0,0,0,0,0,0,0,0,0,E
"Professional Construction - The Simulation",0,0,0,0,0,0,0,0,0,0,0,E
"Professional Farmer: American Dream",0,0,0,0,0,0,0,0,0,0,0,E
"Professor  Rubiks Brain Fitness",0,0,0,0,0,0,0,0,0,0,0,E
"Project CARS 3",1,0,0,0,0,0,0,0,0,0,0,E
"Project Highrise - Architects Edition",0,0,0,0,0,0,0,0,0,0,0,ET
"Project LUX",0,0,0,0,0,0,0,0,0,0,0,T
"Project Nimbus: CODE MIRAI",0,0,0,0,0,0,0,0,0,0,0,M
Psychonauts,0,0,1,0,0,0,1,0,0,0,0,T
"Psyvariar Delta",0,0,1,0,0,0,0,0,0,0,0,ET
"Punch Line ",0,0,0,0,0,0,0,0,0,0,0,M
"Pure Farming 2018",0,0,0,0,0,0,0,0,0,0,0,E
"Puyo Puyo Tetris 2",0,0,0,0,0,0,0,0,0,0,0,ET
"Q.U.B.E. 2",0,0,0,0,0,0,0,0,0,0,0,T
"QUAR: INFERNAL MACHINES",0,0,0,0,0,0,1,0,0,0,0,ET
"Qubits Quest",0,0,1,0,0,0,0,0,0,0,0,ET
"R.B.I. Baseball 19",0,0,0,0,0,0,0,0,0,0,0,E
"R.B.I. Baseball 20",0,0,0,0,0,0,0,0,0,0,0,E
"R.B.I. Baseball 2018",0,0,0,0,0,0,0,0,0,0,0,E
"RÃ¡pidos y Furiosos: Encrucijada",0,0,0,0,0,0,1,0,0,0,0,T
Rabi-Ribi,0,0,1,0,0,0,0,0,0,0,0,T
"Race Arcade",0,0,0,0,0,0,0,0,0,0,0,E
"Race The Sun",0,0,0,0,0,0,0,0,0,0,0,E
"Race with Ryan",0,0,0,0,0,0,0,0,0,0,0,E
"Race with Ryan Road Trip Deluxe Edition",0,0,0,0,0,0,0,0,0,0,0,E
RAD,0,0,1,0,0,0,0,0,0,0,0,T
"Rad Rodgers",0,0,0,0,0,0,0,0,0,0,0,M
"Radial-G: Racing Revolved",0,0,1,0,0,0,0,0,0,0,0,ET
"RAGE 2",0,0,0,1,0,0,0,0,0,0,1,M
"Rage Room",0,0,0,0,0,0,0,0,0,0,1,T
"Raging Justice",0,0,0,0,0,0,0,0,0,0,1,T
"Raging Loop",0,0,0,0,0,0,0,0,0,0,0,M
"RAID: WORLD WAR II",0,0,0,0,0,0,0,0,0,0,0,M
"Railway Empire",1,0,0,0,0,0,0,0,0,0,0,E
"Rain World ",0,0,1,0,0,0,0,0,0,0,0,ET
"Rainbow Skies",1,0,0,1,0,0,0,0,1,0,0,ET
"Raining Coins",0,0,0,0,0,0,0,0,0,0,0,E
"Ranch Planet",0,0,0,0,1,0,0,0,0,0,0,ET
Rangi,0,0,1,0,0,0,0,0,0,0,0,ET
"Rapala Fishing: Pro Series",0,0,0,0,0,0,0,0,0,0,0,E
"Raw Data",0,0,0,0,0,0,0,0,0,0,0,M
Razed,0,0,0,0,0,0,0,0,0,0,0,E
"Real Farm",0,0,0,0,0,0,0,0,0,0,0,E
"Real Heroes: Firefighter",0,0,0,0,0,0,0,0,0,0,1,ET
"Realm Royale",0,0,0,0,0,0,0,0,0,0,1,T
"Realms of Arkania: Star Trail",0,0,0,0,0,0,0,0,0,0,1,T
"Rec Room",0,0,1,0,0,0,0,0,0,0,0,ET
"Red Dead Online",0,0,0,1,0,0,0,0,0,0,0,M
"Red Dead Redemption 2",0,0,0,1,0,0,0,0,0,0,0,M
"Red Faction",0,0,0,0,0,0,0,0,0,0,0,M
"Red Faction Guerrilla Re-Mars-tered",0,0,0,0,0,0,0,0,0,0,0,M
"Red Matter",0,0,0,0,0,0,0,0,0,0,0,T
"Redeemer: Enhanced Edition",0,0,0,0,0,0,0,0,0,0,0,M
"Reel Fishing: Road Trip Adventure",0,0,0,0,0,0,0,0,0,0,0,E
"Regalia: Of Men and Monarchs - Royal Edition",1,0,0,1,0,0,0,0,0,0,0,T
"Regions of Ruin",1,0,0,1,0,1,1,0,0,0,0,ET
Rememoried,0,0,0,0,0,0,0,0,0,0,0,E
"RemiLore: Lost Girl in the Lands of Lore",1,0,0,0,0,0,0,1,0,0,0,ET
"Remnant: From the Ashes",0,0,0,0,0,0,0,0,0,0,0,M
"Remothered: Broken Porcelain",0,0,0,0,0,0,0,1,0,0,0,M
"Remothered: Tormented Fathers",0,0,0,0,0,0,0,1,0,0,0,M
"RENTO FORTUNE",0,0,0,0,0,0,0,0,0,0,0,E
"Resident Evil 2",0,0,0,1,0,0,0,0,0,0,0,M
"Resident Evil 3",0,0,0,1,0,0,0,0,0,0,0,M
"RESTLESS SPIRIT",0,0,0,0,0,0,0,0,0,0,0,T
"Return of the Obra Dinn",0,0,0,0,0,0,0,0,0,0,0,M
"Revenant Dogma",0,0,1,0,0,0,0,0,0,0,0,ET
"Revenant Saga",1,0,0,1,0,0,0,0,0,0,0,ET
"Revenge of the Bird King",0,0,0,0,1,0,0,0,0,0,0,E
Reverie,0,0,0,0,1,0,0,0,0,0,0,E
Revolve,0,0,0,0,0,0,0,0,0,0,0,E
"RGX: Showdown",0,0,1,0,0,0,0,0,0,0,0,ET
"RICK AND MORTY: VIRTUAL RICK-ALITY",0,0,1,0,0,0,0,0,0,0,0,M
"RICK AND MORTY: VIRTUAL RICK-ALITY ",0,0,1,0,0,0,0,0,0,0,0,M
RICO,0,0,1,0,0,0,0,0,0,0,0,M
"Riddled Corpses EX",0,0,0,0,0,0,0,0,0,0,0,T
"RIDE 3",0,0,0,0,0,0,0,0,0,0,0,E
"RIDE 4",0,0,0,0,0,0,0,0,0,0,0,E
"RiftStar Raiders",0,0,1,0,0,0,0,0,0,0,0,ET
"RIOT - Civil Unrest",0,0,0,0,0,0,0,0,0,0,0,M
"Risk of Rain",1,0,0,1,0,1,1,0,0,0,0,ET
"Risk of Rain 2",0,0,1,1,0,0,0,0,0,0,0,T
"Rival Megagun",0,0,1,0,0,0,0,0,0,0,0,ET
"River City Girls",0,0,1,0,0,0,0,0,0,0,1,ET
"River City Melee: Battle Royal Special",0,0,0,0,0,0,0,0,0,0,0,ET
Riverbond,0,0,1,0,0,0,0,0,0,0,0,ET
"Road Redemption",0,0,1,0,0,0,0,0,0,0,0,M
"Road to Ballhalla",0,0,0,0,0,0,0,0,0,0,0,E
Robonauts,0,0,0,0,1,0,0,0,0,0,0,E
ROBOTICS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ROBOTICS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Rock Boshers DX: Directors Cut",0,0,1,0,0,0,0,0,0,0,0,ET
"Rocket Arena",0,0,1,0,0,0,0,0,0,0,0,T
"Rocket Arena Mythic Edition",0,0,1,0,0,0,0,0,0,0,0,T
"Rocket League",0,0,0,0,0,0,0,0,0,0,0,E
"Rocketbirds 2 Evolution",0,0,0,0,0,0,0,0,0,0,0,T
"Rocketbirds: Hardboiled Chicken",0,0,0,0,0,0,0,0,0,0,1,T
"Rogue Aces",0,0,1,0,0,0,0,0,0,0,0,ET
"Rogue Legacy",0,0,0,1,0,0,0,0,0,0,0,ET
"Rogue Trooper Redux",0,0,0,0,0,0,0,0,0,0,0,T
"RollerCoaster Legends",0,0,0,0,0,0,0,0,0,0,0,T
"RollerCoaster Legends II: Thors Hammer",0,0,1,0,0,0,0,0,0,0,0,ET
"RollerCoaster Tycoon Joyride",0,0,0,0,0,0,0,0,0,0,0,E
"Roman Rumble in Las Vegum - AstÃ©rix & ObÃ©lix XXL 2",1,0,0,0,0,0,0,0,0,0,0,ET
"ROMANCE OF THE THREE KINGDOMS XIV",1,0,0,0,0,0,0,0,0,0,0,ET
"Romancing SaGa 2",0,0,1,0,0,0,0,0,0,0,0,T
"Rooms: The Unsolvable Puzzle",0,0,0,0,1,0,0,0,0,0,0,E
"Root Letter: Last Answer",0,0,0,0,0,0,0,0,0,0,0,M
"RPG Maker MV",0,0,1,0,0,0,0,0,0,0,0,ET
"Rugby 18",0,0,0,0,0,0,0,0,0,0,0,E
"Rugby 20",0,0,0,0,0,0,0,0,0,0,0,E
"Ruined King: A League of Legends Story",1,0,0,1,0,0,1,0,0,0,0,T
Ruiner,0,0,0,0,0,0,0,0,0,0,0,M
"Run Dorothy Run",0,0,1,0,0,0,0,0,0,0,0,ET
Runbow,0,0,0,0,0,1,0,0,0,0,0,E
"Runestone Keeper",0,0,0,0,0,0,0,0,0,0,0,T
"Rym 9000",0,0,0,0,1,0,0,0,0,0,0,E
S.O.N,0,0,0,0,0,0,0,0,0,0,0,M
"Sackboy: A Big Adventure",0,0,0,0,0,1,0,0,0,0,0,E
"Saints Row: The Third Remastered",0,0,0,0,0,0,0,1,0,0,0,M
"Sairento VR",0,0,0,1,0,0,0,0,0,0,0,M
"Sakuna: Of Rice and Ruin",0,0,1,0,0,0,0,0,0,0,1,T
"Sakuna: Of Rice and Ruin "Divine Edition"",0,0,1,0,0,0,0,0,0,0,1,T
"Sakura Wars",0,0,0,0,0,0,0,0,0,0,0,T
"Salary Man Escape VR",0,0,0,0,0,0,0,0,0,0,0,E
"Salt & Sanctuary",0,0,0,0,0,0,0,0,0,0,0,M
"Samurai Shodown",0,0,0,0,0,0,0,0,0,0,0,M
"SAMURAI SHODOWN NEOGEO COLLECTION",0,0,0,0,0,0,0,0,0,0,1,T
"SAMURAI SHODOWN V SPECIAL",0,0,0,0,0,0,0,0,0,0,0,M
"Samurai Shodown V Special ",0,0,0,0,0,0,0,0,0,0,0,M
"Samurai Shodown VI",0,0,0,0,0,0,0,0,1,0,0,T
"Santas Xmas Adventure",0,0,0,0,0,0,0,0,0,0,0,E
"Sayonara Wild Hearts",0,0,1,0,0,0,0,0,0,0,0,ET
Schacht,0,0,0,0,0,0,0,0,0,0,0,E
"School Girl/Zombie Hunter",0,0,0,0,0,0,0,0,0,0,0,M
"Scott Pilgrim vs. the World: The Game - Complete Edition",0,1,0,0,1,0,0,0,0,0,0,T
Screencheat,0,0,1,0,0,0,0,0,0,0,0,ET
"Scribblenauts Showdown",0,1,0,0,0,0,0,1,0,0,0,ET
"Scribblenauts Unlimited",0,1,0,0,0,0,0,0,0,0,0,ET
"Scribblenauts Unmasked - A DC Comics Adventure",0,1,0,0,0,0,0,0,0,0,0,ET
"Sea of Memories",0,0,0,0,0,0,0,0,0,0,0,E
"Sea of Solitude",0,0,1,0,0,0,0,0,0,0,0,T
"Secret of Mana",0,0,1,0,0,0,1,0,0,0,0,ET
"Seek Hearts",0,0,1,0,0,0,0,0,0,0,0,ET
"SEGAÂ® Genesis Classics",0,0,0,0,0,0,1,0,0,0,0,T
"Sekiroâ„¢: Shadows Die Twice",0,0,0,0,0,0,0,0,0,0,0,M
"Senko no Ronde 2",0,0,1,0,0,0,0,0,0,0,0,T
"SENRAN KAGURA Burst Re:Newal",0,0,0,0,0,0,0,0,0,0,0,M
"SENRAN KAGURA Peach Beach Splash",0,0,1,0,0,0,0,0,0,0,0,M
"Sephirothic Stories",0,0,1,0,0,0,0,0,0,0,0,ET
"Serial Cleaner",0,0,1,0,0,0,0,0,0,0,0,M
"Serious Sam Collection",0,0,0,0,0,0,0,1,0,0,0,M
"SEUM: Speedrunners From Hell",0,0,0,0,0,0,0,0,0,0,1,M
"Seven: The Days Long Gone",0,0,0,0,0,0,0,0,0,0,0,M
"SHADOW OF THE COLOSSUS",0,0,0,0,0,0,0,0,0,0,0,T
"Shadow of the Tomb Raider",0,0,0,1,0,0,0,0,0,0,0,M
Shadowgate,1,0,0,0,0,0,0,0,0,0,0,T
"Shadows of Adam",0,0,1,0,0,0,0,0,1,0,0,T
"Shadows: Awakening",0,0,0,0,0,0,0,0,0,0,1,T
"Shakedown: Hawaii",0,0,0,0,0,0,0,1,0,0,0,T
"Shantae and the Seven Sirens",0,1,0,0,0,0,0,0,1,0,0,T
"Shape of the World",0,0,0,0,1,0,0,0,0,0,0,E
"Shaq Fu: A Legend Reborn",0,0,1,0,0,0,0,0,0,0,1,T
"Shenmue I & II",0,0,0,0,0,0,1,0,0,0,0,T
"Shenmue III",0,0,0,0,0,0,0,0,0,0,0,T
"Shift Quantum",0,0,0,0,0,0,0,0,0,0,1,T
"Shikhondo - Soul Eater",0,0,1,0,0,0,0,0,0,0,0,T
"Shikhondo: Soul Eater",0,0,1,0,0,0,0,0,0,0,0,T
"Shining Resonance Refrain",0,0,1,0,0,0,0,0,0,0,1,T
SHINY,0,0,0,0,1,0,0,0,0,0,0,E
Shio,1,0,0,0,0,0,0,0,0,0,0,E
"Shooty Fruity",0,0,1,0,0,0,0,0,0,0,0,ET
"Shoppe Keep",0,0,1,0,0,0,0,0,0,0,0,T
"Shovel Knight: Treasure Trove",0,0,0,0,1,0,0,0,0,1,0,E
"Sid Meiers Civilization VI",0,0,0,0,0,0,0,1,0,0,0,ET
"Sigi - A Fart for Melusina",0,0,1,0,0,0,0,0,0,0,0,T
SIMULACRA,0,0,0,0,0,0,0,0,0,0,0,M
"Singstar Celebration",0,0,0,0,0,0,1,1,0,0,0,T
"SINNER: Sacrifice for Redemption",0,0,0,0,0,0,0,0,0,0,0,M
Siralim,1,0,1,0,0,0,0,0,0,0,0,ET
"Siralim 2",0,0,1,0,0,0,0,0,0,0,0,T
"Siralim 3",0,0,1,0,0,0,0,0,0,0,0,T
"Skater XL",0,0,0,0,0,0,0,0,0,0,0,E
Skelattack,1,0,0,1,0,1,1,0,0,0,0,ET
"Skulls of the Shogun : Bone-a-Fide Edition",0,0,1,0,0,0,0,0,0,0,0,T
Skully,0,0,0,0,1,0,0,0,0,0,0,E
"Sky Force Anniversary",0,0,1,0,0,0,0,0,0,0,0,ET
"Sky Force Reloaded",0,0,1,0,0,0,0,0,0,0,0,ET
"Skydrift Infinity",0,0,1,0,0,0,0,0,0,0,0,ET
Skyhill,0,0,0,0,0,0,0,0,0,0,0,M
Skyworld,0,0,1,0,0,0,0,0,0,0,0,ET
"Slam Land",0,0,1,0,0,0,0,0,0,0,0,ET
"Slay the Spire ",0,0,1,0,0,0,0,0,0,0,0,ET
"Slayaway Camp",0,0,0,0,0,0,0,0,0,0,0,M
"Slayaway Camp: ButcherÂ´s cut",0,0,0,0,0,0,0,0,0,0,0,M
"Slice Dice & Rice",0,0,0,0,0,0,0,0,0,0,0,M
"Slide Stars",0,1,0,0,0,0,1,0,0,0,0,T
"Slime Rancher",0,0,1,0,0,0,0,0,0,0,0,ET
"Slime-san: Superslime Edition",0,0,0,1,0,0,0,0,0,0,0,ET
"Smash Hit Plunder",1,0,0,1,0,0,0,0,0,0,0,ET
"Smoke and Sacrifice",0,0,1,0,0,0,0,0,0,0,0,ET
"Sneaky Bears",0,0,1,0,0,0,0,0,0,0,0,T
"Sniper Elite V2 Remastered",0,0,0,1,0,0,0,0,0,0,0,M
"Sniper Ghost Warrior Contracts",0,0,0,1,0,0,0,0,0,0,0,M
"Sniper Ghost Warrior Contracts 2",0,0,1,1,0,0,0,0,0,0,0,M
"SNK 40th Anniversary Collection",0,0,0,0,0,0,0,0,0,0,0,T
"SNK HEROINES Tag Team Frenzy",0,0,0,0,0,0,0,0,0,0,0,T
"Snow Fortress",0,0,0,0,1,0,0,0,0,0,0,E
SnowRunner,0,0,0,0,0,0,0,0,0,0,0,E
"Soccer Tactics & Glory",0,0,0,0,0,0,0,0,0,0,0,E
Socketeer,0,0,0,0,1,0,0,0,0,0,0,ET
"Song Of Memories",0,0,0,1,0,0,0,0,0,0,0,M
"Songbird Symphony",0,0,0,0,0,0,0,0,0,0,0,E
Songbringer,0,0,0,0,0,0,0,0,0,0,0,T
"Sonic Forces",0,0,1,0,0,0,0,0,0,0,0,ET
"Sonic Mania Plus",0,0,0,0,0,1,0,0,0,0,0,E
"SOULCALIBUR VI",0,0,0,0,0,0,0,0,0,0,0,T
"South Park: The Stick of Truth",0,0,0,0,0,0,0,1,0,0,0,M
"Space Channel 5 VR Kinda Funky News Flash!",0,0,1,0,0,0,0,0,0,0,0,ET
"SPACE HULK",0,0,0,0,0,0,0,0,0,0,0,T
"SPACE HULK ASCENSION",0,0,0,0,0,0,0,0,0,0,0,T
"Space Hulk: Deathwing - Enhanced Edition",0,0,0,1,0,0,0,0,0,0,0,M
"Space Hulk: Tactics",0,0,0,0,0,0,0,0,0,0,0,M
"Space Invaders Forever",0,0,0,0,1,0,0,0,0,0,0,E
"Space Junkies ",0,0,0,0,0,0,0,0,0,0,1,T
"Space Pirate Trainer",0,0,1,0,0,0,0,0,0,0,0,ET
"Spacebase Startopia",0,0,0,0,0,0,0,1,0,0,0,ET
Spacejacked,1,0,0,1,0,0,0,0,0,0,0,ET
SPARC,0,0,0,0,0,0,0,0,0,0,0,E
Sparklite,0,0,1,0,0,0,0,0,0,0,0,ET
Spectrum,0,0,0,0,0,0,0,0,0,0,0,E
"Speed 3: Grand Prix",0,0,0,0,0,0,1,0,0,0,0,E
"Speed Brawl",0,0,0,0,0,0,0,0,0,0,0,T
Spelunky,0,0,0,1,0,0,0,0,0,0,0,T
"Spike Volleyball",0,0,0,0,0,0,0,0,0,0,0,E
"Spintires: MudRunner - American Wilds Edition",0,0,0,0,0,0,0,0,0,0,0,E
"Spiral Splatter",0,0,0,0,0,0,0,0,0,0,0,E
"Spirit Hunter: NG",0,0,0,0,0,0,0,0,0,0,0,M
"Spirit of the North",0,0,0,0,0,0,0,0,0,0,0,E
"Splash Blast Panic",0,0,1,0,0,0,0,0,0,0,0,ET
Splasher,0,0,1,0,0,0,0,0,0,0,0,T
"SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated",0,1,0,0,0,0,0,0,0,0,0,ET
"Sprint Vector",0,0,1,0,0,0,0,0,0,0,0,ET
"Spyroâ„¢ Reignited Trilogy",0,1,0,0,0,0,0,0,0,0,0,ET
"Squareboy vs Bullies: Arena Edition",0,0,0,0,1,0,0,0,0,0,0,E
"STAR OCEAN - THE LAST HOPE - International 4k & Full HD Remaster",0,0,0,0,0,0,0,0,0,0,1,T
"Star Wars Jedi Knight: Jedi Academy",0,0,0,0,0,0,0,0,0,0,1,T
"Star Wars Jedi: Fallen Order",0,0,0,0,0,0,0,0,0,0,1,T
"Star Wars: Squadrons",0,0,1,0,0,0,0,0,0,0,0,T
"Star Warsâ„¢ Battlefrontâ„¢ II",0,0,0,0,0,0,0,0,0,0,1,T
"STAR WARSâ„¢ Episode I Racer",0,0,0,0,1,0,0,0,0,0,0,E
"STAR WARSâ„¢ Jedi Knight II - Jedi Outcastâ„¢",0,0,0,0,0,0,0,0,0,0,1,T
Starbound,1,0,0,0,1,0,0,1,0,0,0,ET
StarDrone,0,0,0,0,1,0,0,0,0,0,0,E
"Starlink: Battle for Atlas",0,0,1,0,0,0,0,0,0,0,0,ET
"Starlit Adventures",0,0,0,0,1,0,0,0,0,0,0,E
"State of Anarchy: Master of Mayhem",0,0,0,0,0,0,0,0,0,0,0,T
"State of Mind",0,0,0,0,0,0,0,0,0,0,0,M
"SteamWorld Dig 2",0,0,1,0,0,0,0,0,0,0,0,ET
"Steel Rats",0,0,0,0,0,0,0,0,0,0,0,T
"Steep: Winter Games Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Steep: Winter Games Gold Edition",0,0,0,0,0,0,0,0,0,0,0,T
STEINS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Stellaris: Console Edition",0,0,0,0,0,0,0,0,0,0,0,ET
"Steven Universe: Save the Light",0,0,1,0,0,0,0,0,0,0,0,ET
"Steven Universe: Save the Light!",0,0,1,0,0,0,0,0,0,0,0,ET
Stifled,0,0,0,0,0,0,0,0,0,0,0,T
Stikbold!,0,0,0,0,1,0,0,0,0,0,0,E
"Stikbold! A Dodgeball Adventure",0,0,0,0,1,0,0,0,0,0,0,E
"Still Time",0,0,0,0,0,0,0,0,0,0,0,T
"Story of a Gladiator",0,0,0,0,0,0,0,0,0,0,0,M
"Stranded Sails - Explorers of the Cursed Islands",0,0,1,0,0,0,0,0,0,0,0,ET
"Strange Brigade",0,0,0,0,0,0,0,0,0,0,0,T
"Stranger Things 3: The Game",0,0,0,1,0,0,1,0,0,0,0,T
"Street Fighter V: Champion Edition",0,0,0,0,0,0,0,0,0,0,0,T
"Street Fighter: 30th Anniversary Collection",1,0,0,0,0,1,0,0,1,0,0,T
"Street Outlaws: The List",0,0,0,0,0,0,0,0,0,0,0,ET
"Street Power Football",0,0,0,0,0,0,0,0,0,0,0,E
"Street Power Game",0,0,0,0,0,0,0,0,0,0,0,E
"Street Power Soccer",0,0,0,0,0,0,0,0,0,0,0,E
"Streets of Rage 4",0,1,0,0,0,0,0,0,0,0,0,T
"Streets of Red : Devils Dare Deluxe",0,0,0,0,0,0,0,0,0,0,0,T
"Streets of Rogue",0,0,1,0,0,0,0,0,0,0,0,T
"Strikers Edge",0,0,0,0,0,0,0,0,0,0,0,T
"Stunt Kite Masters VR",0,0,0,0,0,0,0,0,0,0,0,E
Subaeria,0,0,0,0,0,0,0,0,0,0,1,T
Subnautica,0,0,1,0,0,0,0,0,0,0,0,ET
"Subnautica: Below Zero",0,0,0,1,0,0,0,0,0,0,0,ET
"Suicide Guy",0,0,0,0,0,0,0,0,1,0,1,T
"Sundered: Eldritch Edition",0,0,1,0,0,0,0,0,0,0,0,ET
"Sunless Sea: Zubmariner Edition",0,0,0,0,0,0,0,0,0,0,0,T
"SUPER AMAZEBALLS",0,0,0,0,0,0,0,0,0,0,0,E
"Super Blood Hockey",0,0,0,0,0,0,0,0,0,0,0,M
